acuconservatives	1
ad	14
adam	1
adamricheal	1
adams	1
adapt	1
add	2
added	11
addicted	1
addicting	1
adding	3
addition	2
additional	1
address	4
addressed	3
adds	2
adjacent	1
adjusted	1
adkins	1
administration”	1
administration	18
administrations	1
adminstration	1
admiral	1
admiration	1
admire	1
admirer	1
admit	4
admited	1
admits	4
admitted	3
admittedbarackobamas	1
admitting	5
adopting	1
adore	2
adores	2
adriennejensen	1
ads	6
ads—the	1
adults	2
advanage	1
advance	3
advanced	2
advancing	1
advantage	10
advantageous	1
advantages	1
adversity	1
advertisements	1
advertisers	1
advice	8
advicethey	1
advised	4
adviser	2
advisor	1
advisors	2
advocate	1
advocating	1
aeis	1
aesthetic	1
aesthetically	1
aetv	1
affairs	1
affected	2
affiliate	2
afford	10
afghan	3
afghani	2
afghanis	2
afghanistan	15
afghanistanall	1
afghanistant	1
afp	1
afraid	4
afreespeechzone	1
africa	6
african	1
africanamerican	1
“after	2
after	56
afternoon	2
afterwards	1
ag	1
again	64
again100	1
againjust	1
againmy	1
againnot	1
against	42
againwho	1
age	3
agency	4
agenda	4
agendadefeating	1
agent	3
agents	2
ages	1
agethey	1
aggressive	4
aggressively	1
agnesphagnes	1
ago	20
agreatguy	1
agree	21
agreeand	1
agreed	8
agreeing	2
agreement	2
agrees	1
agriculture	1
agschneiderman	8
agschneiderman’s	1
ahead	8
ahmadinejad	3
ahmadinejad’s	1
aid	7
aided	1
aidforafrica	1
aiding	1
aig	1
ailes	1
aim	2
aimed	2
aipac	2
air	12
airbase	1
aircraft	4
aired	3
airing	2
airlifted	1
airnot	1
airplane	4
airport	1
airports	4
air’s	1
airs	3
airspace	2
aj	1
ajb073	1
aka	1
al	11
albany	1
albert	3
alcohol	1
aleady	1
alecits	1
alefx33	1
alert	1
alert–serial	1
alert…the	1
alertthe	1
alertus	1
alex	5
alexnorcia	1
alexpappasdc	1
alexsalmond	11
algae	3
algore	1
alhunt	1
‘ali	1
alice	1
alike	1
alinsky	2
alinugent	1
alive”	1
alive	1
alkapranos	1
alkiwaves	1
‘all	6
“all	2
all	240
all—by	1
alleecatt21	1
allegations	1
alleged	1
allen	1
allenwest	1
allhandsondeck	1
allies	5
allison	1
allow	10
allowed	9
allowing	3
allred	2
allstar	5
allstars	1
allthanks	1
alltime	8
ally	17
almost	13
aloha	1
alone	9
alonerosie	1
along	10
already	36
alreadytell	1
also	39
alternatives	1
although	1
alumni	2
always	75
alyssa	2
am…	1
am	121
amanda	2
amandaberens	1
amandaknox	2
amandaknoxgreat	1
amandatmiller	1
amassed	3
amateur	1
amauryd3	1
amazed	1
amazing	64
amazingboth	1
amazinghardballchris	1
amazingly	1
amazingmy	2
amazingobama	1
amazingplaying	1
amazing—the	1
amazingvanityfair	1
amazon	3
amazoncom	1
amb	1
ambassador	7
ambassadorrice	1
ambassadors	1
ambassadorship”	1
ambassadorship	2
ambe	1
ambitions	1
ambush	1
amendment’	1
amendment	4
amenities	1
america”	3
america	139
americai	1
‘american	1
american	66
americancancer	1
americanowradio	4
americans	57
americanselect	2
americansmore	1
americarecord	1
america’s	3
americas	32
americasgottalent	1
ames	2
amishflyers66	1
ammunition	1
among	3
amonix	1
amount	4
amounts	1
amp	289
amspec	1
amtune	1
amy	2
amyrusso108	1
amzntoyhaehx	1
an…	2
an	191
analysisand	1
analysts	1
anchored	1
and	1226
andre	1
andrea	1
andretti””	1
andrew	3
andrewbreitbart	1
andrewbreitbarts	1
andrewyoung	1
andy	14
andypettitte	1
andyroddick	1
angelapinkfan	1
angeles	3
angelesit	1
anger	3
angle	1
angry	4
angus	1
animals	3
aniston	1
ankle	2
ann	2
anna	4
anncoulter	1
anndromney	5
anndromneys	1
annihilating	1
anniversary	10
announce	4
announced	6
announcement	19
announcementyou	1
announcing	1
annromneys	1
annual	6
annually	2
anonymous	1
anot…	1
another	86
anotherhttpwwwtrumpcomgolfclubscoltsneckcoltsneckasp	1
answer	17
answered	9
answeri	1
answering	1
answers	9
antarctica	1
antbaxter	10
antbaxter—apprentice	1
antbaxter—heard	1
antbaxter’s	1
antbaxter—your	1
anthony	8
anthony—did	1
antibusiness	1
antichina	1
anticipated	1
anticipating	1
anticipation	2
antigas	1
antiinvestment	1
antijobs	1
antimormon	1
antiobama	1
‘antipoverty’	1
anxious	1
anxiously	1
any	62
anybody	3
anyhow	1
anymore	7
anymoresorry	1
anyone	16
anyoneits	1
anything	26
anyway	7
anywhere	2
aol	9
ap	3
apart	1
apartment	6
apartmentits	1
apartwhat	1
apcampaigntrump	1
apoliticalbear	2
apologies	2
apologiestake	1
apologize	6
apologized	5
apologizes	1
apologizing	2
apology	3
app	4
apparel	1
apparent	1
appealing	1
appeals	1
appear	2
appearance	11
appearances	3
appeared	3
appearing	9
appears	1
applaud	2
applauds	1
apple	4
applicants	2
application	6
applications	16
applicationswhy	1
applied	2
apply	3
applying	1
appoint	2
appointing	1
appreciate	5
appreciated	4
apprentice	93
apprentice10	1
apprenticeaddict	1
apprenticenbc	14
apprenticenbcand	1
apprentices	1
apprenticetune	1
approach”	2
approach	1
approachesand	1
appropriately	2
appropriations	1
approval	3
approve	8
approved	4
approves	1
approving	1
april	10
aprilnot	1
aps	1
aptitude	2
ar…	1
arab	5
arabella	1
arabia	3
arabic	1
archbishop	1
archiemoorebye	1
architect	5
arctic	1
are	484
area	5
areas	1
arenot	1
aren’t	3
arent	12
aretha	1
argues	1
argument	2
arguments	1
argyll	1
arianna	5
ariannahuff	4
arise	1
aristotle	2
arizona	1
arlington—crowd	1
armed	9
armstrong	3
army	2
arnold	1
arnoldmuks	1
arod	35
arodbuy	1
aroddishonorable	1
arods	2
arodto	1
around	16
aroundbut	1
arrest	1
arrested	2
arrived	5
arsenal	2
arsenioofficial	7
art	43
article…	1
article	23
articlea	1
articlethe	1
artificial	3
artificially	1
artists	1
“as	1
as…	1
as	214
asa	1
asapi	1
asavagenation	2
asbestos	1
ashamed	7
ashleycam2883	1
asia	4
asiawhat	1
aside	1
ask	20
‘asked’	1
asked	10
askhow	1
asking	18
askthedonald	1
asleep	1
aspects	2
aspen	1
aspirations	1
aspire	1
aspirin	1
aspiring	2
ass	1
assault	1
assembly	2
assessment	1
asset	3
assets	3
assistant	1
associated	1
assume	1
astonished	1
astorino	1
astound	1
astronomical	1
at	463
athlete	5
athletes	3
athletic	2
atlantic	2
atlthrasher	1
atmosphere	1
atrium	13
atriumit	1
atriumthey	1
atrlimo	1
atrocities	1
attached	2
attack	45
attacked	7
attacking	10
attacks	15
attacksus	1
attackwatch	1
attempt	1
attempted	1
attend	2
attendance	2
attended	4
attending	1
attention	2
“attitude	1
attitude	3
attorney	1
attraction	1
attributes	1
aubrey	2
aubry	2
auction	1
audacious	1
audacity	1
audience	5
audrey	2
august	5
augustanational	1
augusts	1
austangoolsbee	1
austerity	1
australia	6
authorities	1
authority	3
autism	9
auto	3
autobiography	1
automakers	1
available	10
ave	2
avenue	8
average	10
avert	2
avoid	4
avoiding	1
awaiting	2
award	13
awarded	3
“awards	1
awards	5
aware	3
awareness	1
away	31
awayothers	1
awesome	2
axelrod	1
axis	1
axl	1
axlrose	1
ayers	1
b…	1
b	2
baaack	1
baatorkosu	1
babe	1
babies	1
baby	1
bachelors	1
bachmann	3
“back	1
back	78
back—a	1
backbone	1
backdo	1
backed	1
backexcept	1
background	3
backgroundand	1
backi	1
backlash	1
backs	4
backseat	1
backstage	2
backthe	1
backtime	1
backwards	4
backyard	1
bad	81
badleave	1
badly	12
badratings	2
baeck	1
bag	3
bahamas	2
bahleezy	1
bail	2
bailed	4
bailout	2
bails	1
bain	9
balance	5
balanced	6
balanceddeficits	1
balancethere	1
balancing	1
bald	2
baldwin	1
ball	6
ballot	2
ballots	1
bamagirl4ever	1
bangers	1
bank	11
bankers	1
banking	1
bankrupt	12
bankruptabc	1
bankruptcy	7
bankrupting	4
banks	10
banned	1
barack	30
“barackobama	1
barackobama	538
barackobamagreat	1
barackobamahe	3
barackobamahood	1
barackobamain	1
barackobamajust	1
barackobama’s	9
barackobamas	125
barackobamathe	2
barackobamawho	1
barackobamayesterday	1
barack’s	1
baracktax	1
barbara	2
barbarajwalters	5
barclay	1
bargain	1
bargained	1
barkleyfrance	1
–barnesandnoblecom	1
barney	2
baron	1
barraged	1
barrel	2
barrels	1
barrett	1
barron	1
barry	3
base	2
baseball	7
baseballhall	2
based	9
baseline	1
bases	2
basesknow	1
bashes	1
bashir—don’t	1
basic	1
basis	1
basketball	1
bastards	1
bat	1
bats67	1
batting	1
battle	1
battleground	3
bay	4
bayojay	4
bbc	4
bbci	1
bbcnews’	1
bbcnews	1
bc	4
bcoalition	1
bday	1
be”	1
be	690
beach	11
beaches	1
beale	2
beand	1
beandp749	1
beardymilne	3
beat	12
beatable	1
beaten	2
beater	1
beaterjust	1
beating	3
beatrice	1
‘beautiful’	1
beautiful”	1
beautiful	45
beautifully	1
beauty	8
became	7
because	58
beckel	1
beckham	1
become	23
becoming	4
bed	1
bedminster	2
beef	1
been	91
before	51
begets	2
begged	2
begging	4
begin	6
beginning	6
begins	5
begs	3
begun	3
behalf	8
behind	10
behindvote	1
behold	1
beijing	3
being	77
belichick	2
belief	1
beliefwow	1
believable	2
believe	49
believedwhen	1
believer	2
believes	3
believethey	1
believing	1
belileve	1
bella	1
belmont	1
belong	3
belongs	4
below	2
belts	1
ben	1
bench	1
benched	1
bencooner	1
bend	1
beneath	1
benediction	1
benefactor	1
benefit	4
benefiting	2
benefits	5
benefitting	1
benghazi	20
benhyrne	1
benjamin	2
benjaminprice18	1
bennis	1
berlin	1
bernanke	1
bernard	1
bernardmcguirk	1
bernie	2
bes…	1
besides	3
“best	1
best	109
bestselling	1
bet	6
bettemidler	2
better	68
bettis	1
betw	1
between	10
beverly	1
beyond	4
bf2088	1
bho	1
bhos	1
bias	3
biased	2
bible	1
bid	1
biden	8
bidens	4
bids	1
“big	1
big”	2
big	97
bigboblarsen	2
bigger	15
biggerjust	1
“biggest	1
biggest	26
biggies	1
bigmittromney	1
bigthink	1
bike”	1
bike	3
bill	27
billbratton	1
billclinton	4
billgates	1
billhemmer	1
billion	26
billionaire	12
billions	17
billionscut	1
billlmahers	1
billmaher	4
billrancic	2
billy	1
billygraham	3
billyhallowell	3
billyhallowell“donald	1
bin	21
bio	1
biography	1
bird	8
birdkilling	2
birds	6
birdsbats	1
“birth	1
birth	18
birthday	18
birthdaycoincidence	1
birther	1
birthers	2
birthplace	4
bit	2
bite	1
biting	1
bitlyn2qhmo	1
bitlywnyhac	1
bizarre	1
black	11
blakegermony	1
blame	8
blamed	1
blames	1
blaming	2
blank	1
blanketing	1
blasting	1
blasts	1
blatant	1
“blatantly”	1
bleeding	1
blew	3
blind	5
blindbe	1
blip	1
blitzer	3
block	4
blockbusters	1
blocked	1
blocks	1
blog	13
blogger	1
bloggers	1
blood	1
bloodand	1
bloomberg	1
blow	5
blowing	4
blown	1
blows	2
blue	13
bluecollar96	1
bluegreentweet	1
blueprintbullie	1
bluffswe	1
board	5
boardroom	3
boardrooms—can	1
boast	1
bob	8
bobbeckel	3
bobby	1
bobmcdonnell	2
bobobomo	1
bobschieffer	1
bobsmit98038199	1
bobturner9th	2
bocelli	1
body	4
boehner	2
boeing	1
boggling	1
bold	2
bomb	1
bombed	4
bomber	1
bombernow	1
bombshell	2
bond	2
bongsi21	1
bonniebell	1
bonus	1
bonuses	1
bonz21	1
book”	1
book…	1
book	63
bookavailable	1
booking	1
bookings	1
bookkeychain	1
booklet	2
books	5
bookstores	1
boom	2
booming	1
boondoggle	1
boost	1
boosting	1
boot	1
booth	1
border	2
borders	2
boring	10
borlandjim	2
born	9
boroughs	1
borrow	7
borrowed	2
“borrowing	1
borrowing	6
boss	6
bosses	3
bosss	1
boston	2
both	48
bother	2
bothered	2
botox	4
bottled	1
bought	15
bounce	1
bountiful	1
bow	1
bowed	1
bowing	1
bowl	3
bowlingmatthew	1
bows	1
bowsand	2
box	6
boxing	1
boy	3
boycott	5
boyfriend	1
boy’s	1
boys	1
boyscouts	1
bp	1
bracketing	1
bradpaisley	1
brady	2
brag	1
bragging	1
brain	3
brains	1
brainyredhead	1
brand	16
brandenroderick	1
branding	1
brandonhardest	1
brandy	1
brass	1
brave	7
bravest	1
bravoandy	4
brazen	1
brazil	1
bread	1
break	5
breakdown	2
breakfast	2
breaks	2
breast	2
breathtaking	1
breeze	1
breitbart	2
breitbartfeedwhy	1
breitbartnews	1
brent	1
brentporter34	1
bret	7
bretmichaels	4
brets	1
brettmdecker	1
brettnpu32	1
brevity	1
brewing	1
brian	9
brian—are	1
briannaturano	1
briansaheed	1
brianthanks	1
bribe	1
bridge…	1
bridge	5
bridges	1
briefings	1
brightest	2
brilliant	1
bring	16
bringing	4
brings	3
bristol	1
bristolsblog	1
britain	1
british	2
britney	1
brits	1
bro	2
broad	2
broadcast	2
broader	1
broadway	2
broadwells	1
brokaw	2
broke	2
broken	5
brokerage	1
brokering	1
brolin	1
bronze	1
brooklyn	3
brother	4
brotherhood	23
brotherhoods	1
brothers	1
brought	4
brown	1
brown97m	1
browse	1
brubeck	1
bruce	1
brucesteve52	2
brunt	1
brutal	1
brutally	1
bryce	2
bs	2
bser	1
btw	1
bubbaslmky	1
bubbawatson	1
buckeye	1
buckingslams	1
budget	48
budgets	1
buffet	1
“build	2
build	14
builder	1
builderi	1
building	19
buildings	5
buildingtrump	1
buildingwashington	1
builds	2
buildup	1
built	14
bulbsa	1
bullies	1
bullshit	2
bully	2
bump	2
bumpi	1
bumps	1
bumps”–think	1
bundlers	3
burdens	1
bureaucrat	1
bureaucrats	1
burn	1
burned	1
burns	1
burying	1
bus	2
bush	9
bushs	1
business’	1
business”	2
business	49
businesses	16
businessman	5
businessmen	1
businesspeople	2
businessthe	1
businesswoman	1
bust	2
busted	1
busy	7
–but	1
but	146
butler	1
buy	29
buyers’	1
buyers	5
buygood	1
buying	12
buys	1
buzzer	1
bwilliams	2
bwilliamswouldnt	1
by	259
bymittromney	1
bystanders	1
c	2
c21	1
ca	6
cable	4
caddell	1
cadell	1
cadillac	6
cadillacsit	1
caesar	1
cain	2
cairo	1
calamity	1
calculate	1
calendar	3
calendars	1
calenders	1
california	9
californiaour	1
call	22
called	40
calling	11
callmemaybe	2
callmemrwayne	1
calls	7
calm	1
calmed	1
calmer	1
calumspence	1
came	11
camera	1
cameras	1
cameron	2
camp	2
campaign	50
campaigned	3
campaigning	9
campaigns	1
campanella	2
can	189
canada	14
canadamiss	1
canadamy	1
canadas	3
canadian	1
canard	1
cancel	2
canceled	4
cancellation	1
cancellations	1
cancelled	7
cancer	5
candicebazuin	1
candidacy	1
candidate	8
candidates	8
cannon	1
cannons	1
cannot	16
can’t	9
cant	71
cap	5
capability	3
capable	2
capacity	1
capehartj	1
capital	12
capitalism	5
capitalist	1
capitalistic	1
capitol	1
capitulated	1
captain	1
captured	1
car	7
carare	1
carbon	3
card’”	1
card	2
cardinaldolan	1
cardinals	1
cards	4
cardsthey	1
care	29
career	10
careers	1
careful	12
carefully	1
care’s	1
cares	5
carjacking	1
carloguderian	1
carlosbeltran15	1
carlton	3
carly	1
carnegie	3
carnegiehall	1
carney	1
carolina	9
caroline	1
carolla	1
carpet	2
carried	2
carrier	3
carry	1
carrying	2
cars	5
carswe	1
cartel	2
cartels	1
carter	10
carters	3
cartersept26	1
caryl	1
“case	1
case	8
cases	3
cash	1
casino	2
cast	13
casting	4
castro	1
casts	1
catastrophe	3
catch	5
category	1
cathie	1
catholic	4
catholics	1
catoinstitute	1
caucus	3
caught	11
causa	1
cause	15
caused	3
cause—he	1
causes	3
causing	4
caveat	1
cavuto	6
cbo	6
cbs	6
cc	2
ceases	1
ceiling	13
ceiling—be	1
ceiling—but	1
ceilingscary	1
celebapprentice	59
celebrate	8
celebrates	1
celebrating	7
celebration	7
celebrations	1
celebrities	4
celebrity	47
celebrityapprentice	15
celebrityapprentice—and	1
celebrityapprenticefinale	1
cell	1
celtics	1
cementmixa49	1
cemetery	1
center	5
central	12
centre	2
cents	7
century	2
century21	4
ceo	3
ceohe	1
ceo’s	1
ceos	1
ceremony	5
certain	3
certainam	1
certainly	3
certificate”	1
certificate	13
chains	1
chair	2
chairing	1
chairman	2
challenge	5
challenges	4
chamber	1
champ	1
champion”	1
champion	23
champions	4
championship	2
chance	18
chancellor	1
chances	2
“change	1
change’	1
change	32
changed	5
changes	2
changesince	1
changethe	1
changing	2
channel	8
channels	1
chants	1
chapters	1
character	3
charades	3
charge	1
chargeeverything	1
charges	3
chargeschina	1
charging	1
charitable	5
charities	3
charitiesand	1
charity	41
charitya	1
charityand	1
charityfor	1
charitys	1
charlatan	1
charles	3
charlotte	7
charlottesville	2
chart	1
chat	1
chattering	1
chavez	5
cheap	4
cheaper	2
cheat	7
cheated	3
cheating	4
cheatingdeam	1
check	35
checking	1
checks	3
cheers	1
chelsea	2
chelseahandler—stop	1
chelseahandlerstop	1
chemistry	1
chen	3
cheney	2
cher	10
cheri	1
chers	1
chi	2
chic	1
chicago	12
chicagopeanuts	1
chidlren	1
chidrole	1
chief	8
child	3
childhood	1
“children	1
children	9
childrenhttptcolpq2svej	1
children’s	1
childrens	7
childs	1
chill	1
“china	1
china	225
chinaand	2
chinahttpnytimskaonvq	1
chinai	1
chinamy	1
china’s	2
chinas	24
chinavery	1
chinese	49
chinesetremendous	1
choice	16
choicehttpamzntosnqlfh	1
choices	4
choose	4
chooses	1
choosing	1
chopper	1
chopsticks	1
chosen	4
chris	7
chrisbrown	1
christian	8
christianpost	1
christians	2
christie	2
“christmas	1
christmas	27
christmashowever	1
chronicle	1
chrysler	8
chuck	2
chucktodd	3
church	3
churchill	6
cia	2
cincinnati	2
cindy	1
circles	1
circulation	5
circumstances	1
cirque	1
cities	1
citieshttptcoylvqk7em	1
citizen	3
citizens	2
citizenship	1
citizenzeroland	1
city	16
citymy	1
citys	1
civic	1
civil	1
civilian	1
claim	2
claimed	1
claiming	3
claims”	1
claims	21
clamor	1
clamps	1
clan	1
clarified	1
clark	3
clary77	1
class	16
classify	2
classmate	2
classmates	1
claus	1
clayaiken	2
clean	8
cleaned	1
cleaner	1
cleaning	1
clear	5
clearly	8
cleaver	1
clemens	2
click	2
client	3
cliff	16
cliffand	1
‘climate	1
climate	11
climb	1
climbing	1
clinched	1
cling	1
clint	5
clinton	12
clintonan	1
clintons	1
clip	11
clips	2
clive	1
clock	1
clockwork	1
clogging	2
close	15
closed	2
closely…	1
closely	2
closer	2
closest	1
closethey	1
closing	7
clothes	1
clothing	3
cloud	1
club	25
clubpalm	1
clue	1
cluehe	1
clueless	2
clutch	1
cm	2
cmteforisrael	1
cnbc	6
cnbcclosingbell	2
cnbcs	1
cnn	27
cnndebate	3
cnnpolitics	2
cnns	1
cnnsitroom	1
co	2
co2	1
coach	4
coaches	1
coal	8
coalescing	1
coalition	1
coast	5
coastline	1
coasts	2
coca	1
coddle	1
code	5
codemakes	1
cody	1
coffee	1
cohen	1
cohens	1
coherent	1
cohost	1
cohosted	1
cohosting	4
coincidence	7
coincidencemichelle	1
coke	4
cola	1
cold	8
coldest	2
colin	2
collapse	4
collapsed	1
collapsing	1
collar	3
colleagues	1
collect	3
collected	2
collection	18
collects	1
college	35
collude	1
cologne	2
colonopenbrakit	1
colorado	3
coloradobring	1
colours	1
colts	1
columbia	7
column	2
combat	3
combating	1
combination	4
combined	6
come	43
comeback	6
comebarackobama	1
comedians	1
comedic	1
comedy	6
comedycentral	3
comes	18
comfort	2
comforttheir	1
comic	1
coming	21
command	2
commander	6
commands	2
commend	1
comment	4
commentary	2
commentator	3
commented	1
comments	14
commerce	2
commercial	4
commercialfree	1
commercials	1
commission	3
commissioned	1
commissioner	6
commissionerkelly	1
commissions	4
committee	10
commodity	4
commonly	1
communicating	1
communication	2
communist	4
communities	2
‘community	1
community	8
“companies	1
companies	15
company…	1
company	14
companyso	1
compared	4
compassionate	1
compete	5
competent	2
competition	4
competitive	4
competitiveness	4
competitor	1
competitornothing	1
competitors	2
complaining	1
complaint	2
complaints	1
complete	17
completed	3
completely	6
completing	1
complex	1
complicated	1
compliment	3
complimenti	1
compliments	2
comply	1
components	2
comprised	1
computer	1
computers	2
con	7
concept	3
concerned	10
concerning	3
concerns	1
concert	3
concluding	1
concrete	1
conde	3
condemn	1
condemning	1
condoleezzarices	1
condolences	2
condoned	1
conducting	1
confab	1
conference	5
confidant	1
confidence	4
confidence—but	1
confident	3
confidential	1
confirm	1
confirmed	2
conflict	1
confrontation”	1
confrontation	2
confronted	1
confuse	1
congrats	18
congratulate	3
congratulating	2
congratulations	71
congress	22
congressional	2
congressman	3
congresswashington	1
conkjr	1
‘connect	1
connecticut	2
connections	1
‘connector	1
conner	1
connery	1
conorgreat	1
conread	1
consecutive	2
consequences	2
conservative	6
conservatives	2
“consider	1
consider	4
consideration	1
considerations	1
considered	3
considering	6
considers	3
consistency	1
consistent	2
conspiracy	1
constant	1
constantly	5
constitution	1
constitutional	2
construction	3
consulate	3
consumed	1
consumer	5
consumers	3
cont	412
contact	1
contagious	1
contain	2
contained	1
containing	1
contains	2
contemplating	1
contest	9
contestant	1
contestants	12
contesthttpwwwfacebookcomsertamattressand	1
contests	2
continents	1
continually	3
continue	20
continued	7
continuehttpbitlydwjzfs	1
continues	19
continuing	6
contract	8
contracting	1
contractors	2
contracts	1
contradict	1
contribution	1
control	21
controla	1
controls	1
controlvery	1
controversy	2
convenient	4
conveniently	2
convention	45
conventional	1
conventiontell	1
conventionwrong	1
conversation	2
convicted	1
convocation	3
cooked	1
cookies4kids	2
cooking	1
cool	2
coolest	1
coolingit	1
cooperation	1
coordinated	1
cop	1
copied	1
copies	11
copy	3
copying	1
corbett	1
corectly	1
corene7	1
corn	3
corporate	6
corporation	1
corporations	1
correct	4
corrected	1
correctly	2
correctthese	1
correspondents	2
corrupt	3
corruptbarackobamas	1
corruption	2
corruptwith	1
corybooker	1
cosmopolitan	1
cost	17
costco	2
costing	6
costly	3
costs	9
costsharing	2
could	55
couldn’t	1
couldnt	5
council	4
counsel	1
counselor	1
count	3
countdown	2
counterattack	1
counting	6
countries	12
country’	1
country	100
countryand	1
countrybarackobama	1
country—miami	1
countrynow	1
country’s	1
